Recency,Frequency,Monetary,Cluster,Segment
22,5,732.0699999999999,0,Regular
9,18,6717.34,3,High-Value
24,4,1687.6000000000001,0,Regular
14,2,467.04,0,Regular
308,1,118.0,1,Occasional
155,1,781.03,1,Occasional
306,1,142.4,1,Occasional
63,1,712.4,0,Regular
15,9,2478.95,0,Regular
14,2,379.65,0,Regular
10,6,1981.92,0,Regular
64,3,1117.13,0,Regular
35,4,247.95999999999998,0,Regular
107,5,2011.88,0,Regular
52,1,396.97,0,Regular
5,2,664.11,0,Regular
46,1,160.04,0,Regular
0,21,5149.92,3,High-Value
311,1,219.52,1,Occasional
44,2,693.32,0,Regular
64,1,428.89,0,Regular
25,1,164.34,0,Regular
28,3,276.75,0,Regular
39,1,675.51,0,Regular
11,7,1082.33,0,Regular
88,3,1154.4,0,Regular
23,4,1585.46,0,Regular
318,1,417.69,1,Occasional
39,3,544.18,0,Regular
173,1,177.34,1,Occasional
116,1,213.85,0,Regular
30,5,727.74,0,Regular
252,1,257.23,1,Occasional
58,5,1638.47,0,Regular
22,11,7792.36,0,Regular
4,7,2031.78,0,Regular
99,11,3070.42,0,Regular
24,5,2118.93,0,Regular
32,5,1547.3600000000001,0,Regular
67,1,1071.03,0,Regular
36,5,949.12,0,Regular
51,3,804.3,0,Regular
15,1,122.64,0,Regular
73,1,1033.34,0,Regular
215,1,312.28,1,Occasional
30,3,519.44,0,Regular
15,4,2624.26,0,Regular
119,1,252.1,0,Regular
9,4,1648.1200000000001,0,Regular
256,2,346.6,1,Occasional
16,6,1836.34,0,Regular
34,2,94.2,0,Regular
45,3,1095.08,0,Regular
42,6,2707.33,0,Regular
113,2,932.97,0,Regular
164,2,379.65,1,Occasional
10,2,382.14,0,Regular
9,5,2639.17,0,Regular
205,2,1563.0,1,Occasional
85,3,881.26,0,Regular
178,1,189.47,1,Occasional
59,3,84.65,0,Regular
148,1,299.05,1,Occasional
2,21,6309.83,3,High-Value
50,2,218.55,0,Regular
74,1,349.7,0,Regular
300,2,186.39000000000001,1,Occasional
18,2,387.44,0,Regular
150,2,486.82000000000005,1,Occasional
151,1,232.6,1,Occasional
0,4,3719.12,0,Regular
17,4,827.83,0,Regular
186,1,59.5,1,Occasional
285,1,65.13,1,Occasional
2,7,3119.44,0,Regular
182,1,72.0,1,Occasional
62,1,910.0,0,Regular
58,1,172.25,0,Regular
24,3,1488.32,0,Regular
3,50,65039.62,3,High-Value
30,15,2504.13,3,High-Value
38,1,151.29999999999998,0,Regular
154,1,308.58000000000004,1,Occasional
25,10,2248.63,0,Regular
317,1,99.5,1,Occasional
4,9,2308.06,0,Regular
7,3,711.86,0,Regular
302,1,330.79,1,Occasional
266,2,806.41,1,Occasional
270,1,285.33,1,Occasional
3,13,6307.650000000001,3,High-Value
31,1,180.48,0,Regular
218,2,252.06,1,Occasional
246,1,228.84,1,Occasional
280,5,1077.39,1,Occasional
268,1,138.28,1,Occasional
31,6,1445.01,0,Regular
245,2,306.55,1,Occasional
14,5,1041.68,0,Regular
116,4,799.9,0,Regular
35,1,524.14,0,Regular
131,3,2375.41,0,Regular
216,1,199.85000000000002,1,Occasional
49,8,1980.56,0,Regular
38,2,1079.6599999999999,0,Regular
28,2,333.48,0,Regular
36,6,1016.14,0,Regular
135,2,752.6,0,Regular
218,2,610.59,1,Occasional
27,1,491.86,0,Regular
24,4,2883.54,0,Regular
4,2,729.8,0,Regular
199,1,339.59999999999997,1,Occasional
17,1,216.9,0,Regular
240,1,350.75,1,Occasional
71,3,668.4300000000001,0,Regular
16,12,3107.87,0,Regular
2,7,1341.6,0,Regular
94,2,1080.52,0,Regular
161,1,300.04,1,Occasional
373,1,79.6,1,Occasional
95,5,948.25,0,Regular
53,5,1647.26,0,Regular
287,1,296.25,1,Occasional
123,6,1175.38,0,Regular
287,1,741.26,1,Occasional
151,2,282.59999999999997,1,Occasional
3,9,2108.06,0,Regular
1,14,5189.52,3,High-Value
11,7,3190.55,0,Regular
32,2,659.4100000000001,0,Regular
53,2,286.79,0,Regular
49,2,1070.65,0,Regular
218,1,306.72,1,Occasional
62,1,1714.96,0,Regular
70,3,1519.42,0,Regular
1,37,17220.36,3,High-Value
1,10,2796.51,0,Regular
63,4,2634.45,0,Regular
33,3,1122.63,0,Regular
81,1,345.0,0,Regular
0,33,25977.16,3,High-Value
102,1,178.7,0,Regular
6,2,360.01,0,Regular
250,1,127.84,1,Occasional
12,6,908.86,0,Regular
9,11,2462.79,0,Regular
366,1,230.39999999999998,1,Occasional
75,2,309.04,0,Regular
3,1,348.8,0,Regular
127,2,1516.0,0,Regular
65,2,195.55,0,Regular
0,57,37153.85,3,High-Value
116,2,688.86,0,Regular
309,1,558.32,1,Occasional
66,1,324.8,0,Regular
138,3,4599.42,0,Regular
254,1,277.07,1,Occasional
30,7,2588.39,0,Regular
51,2,924.6,0,Regular
63,1,256.38,0,Regular
366,1,112.6,1,Occasional
5,5,1747.66,0,Regular
304,1,155.05,1,Occasional
28,3,1499.01,0,Regular
183,3,814.5,1,Occasional
41,3,539.0,0,Regular
39,4,1366.8600000000001,0,Regular
91,2,1579.12,0,Regular
21,4,4027.36,0,Regular
23,2,571.6700000000001,0,Regular
28,2,382.98,0,Regular
301,3,1140.35,1,Occasional
144,2,385.64,1,Occasional
5,2,632.0,0,Regular
18,2,957.66,0,Regular
32,5,1698.94,0,Regular
175,1,189.5,1,Occasional
57,3,409.8,0,Regular
21,1,209.49,0,Regular
15,6,2198.45,0,Regular
18,1,52.199999999999996,0,Regular
158,1,383.85,1,Occasional
24,4,834.57,0,Regular
211,2,266.59000000000003,1,Occasional
5,4,674.82,0,Regular
252,1,85.0,1,Occasional
58,9,3385.62,0,Regular
10,1,361.62,0,Regular
64,1,312.98,0,Regular
24,3,865.0600000000001,0,Regular
91,3,1255.0,0,Regular
51,2,1537.95,0,Regular
128,1,1595.48,0,Regular
95,3,2651.46,0,Regular
56,1,1090.14,0,Regular
8,25,8109.5199999999995,3,High-Value
168,3,388.5,1,Occasional
56,1,216.17,0,Regular
325,1,201.16,1,Occasional
0,5,1245.9,0,Regular
17,8,2209.36,0,Regular
247,1,305.78,1,Occasional
57,4,501.56,0,Regular
73,1,145.67000000000002,0,Regular
30,3,1005.09,0,Regular
6,2,3192.54,0,Regular
122,4,3083.65,0,Regular
1,8,2770.94,0,Regular
22,13,6403.25,3,High-Value
119,3,389.6,0,Regular
357,1,540.45,1,Occasional
53,5,1786.79,0,Regular
63,1,122.7,0,Regular
85,1,117.24,0,Regular
54,1,1271.57,0,Regular
20,13,3219.77,0,Regular
3,20,17159.52,3,High-Value
2,5,1191.13,0,Regular
10,5,2674.48,0,Regular
6,5,787.6,0,Regular
188,2,506.8,1,Occasional
70,1,243.56,0,Regular
203,1,349.55,1,Occasional
119,2,595.67,0,Regular
92,1,416.90000000000003,0,Regular
0,10,1883.8100000000002,0,Regular
26,4,632.97,0,Regular
297,1,821.1,1,Occasional
23,3,564.62,0,Regular
27,4,2593.07,0,Regular
49,1,311.16,0,Regular
325,1,155.93,1,Occasional
15,2,388.52,0,Regular
182,3,740.95,1,Occasional
71,5,2867.2,0,Regular
36,2,332.64,0,Regular
79,4,2369.55,0,Regular
56,9,2580.91,0,Regular
11,2,626.45,0,Regular
49,2,272.04,0,Regular
49,2,1212.8400000000001,0,Regular
58,2,384.81,0,Regular
351,1,172.25,1,Occasional
53,1,351.13,0,Regular
1,6,1838.8500000000001,0,Regular
92,4,678.25,0,Regular
22,1,223.85000000000002,0,Regular
74,1,348.99,0,Regular
10,4,464.57,0,Regular
168,2,842.65,1,Occasional
57,2,337.34,0,Regular
95,2,1237.53,0,Regular
294,1,307.4,1,Occasional
108,2,608.7900000000001,0,Regular
263,1,922.1,1,Occasional
179,1,376.58,1,Occasional
168,1,158.85,1,Occasional
34,1,71.66,0,Regular
22,3,568.55,0,Regular
16,4,839.14,0,Regular
21,5,5112.96,0,Regular
78,3,561.5699999999999,0,Regular
64,1,90.6,0,Regular
360,1,102.0,1,Occasional
2,6,2427.32,0,Regular
10,4,745.06,0,Regular
175,3,674.45,1,Occasional
217,2,3251.071,1,Occasional
6,7,3515.68,0,Regular
1,2,439.92,0,Regular
153,2,322.96,1,Occasional
4,5,1019.27,0,Regular
78,3,594.04,0,Regular
20,2,230.22,0,Regular
21,2,169.55,0,Regular
307,4,664.54,1,Occasional
145,1,80.7,1,Occasional
6,18,9024.17,3,High-Value
18,8,2758.26,0,Regular
70,2,190.25,0,Regular
286,1,264.7,1,Occasional
48,1,413.59000000000003,0,Regular
30,6,2461.2400000000002,0,Regular
206,1,357.98,1,Occasional
14,2,196.79000000000002,0,Regular
72,1,869.87,0,Regular
59,1,200.14,0,Regular
38,4,1871.81,0,Regular
29,12,2603.43,0,Regular
26,5,920.51,0,Regular
3,15,7060.13,3,High-Value
16,1,320.46,0,Regular
19,6,4147.96,0,Regular
65,2,1266.08,0,Regular
212,1,311.3,1,Occasional
11,6,852.88,0,Regular
29,1,76.8,0,Regular
42,9,3466.36,0,Regular
3,6,2274.14,0,Regular
14,5,1393.69,0,Regular
9,12,3901.81,0,Regular
210,1,635.66,1,Occasional
45,3,2043.0800000000002,0,Regular
133,2,529.73,0,Regular
42,7,4582.64,0,Regular
9,5,2874.72,0,Regular
115,3,962.19,0,Regular
197,2,695.61,1,Occasional
277,1,328.8,1,Occasional
109,3,473.02,0,Regular
76,1,505.18,0,Regular
52,1,917.34,0,Regular
161,4,4341.21,1,Occasional
46,3,1421.61,0,Regular
16,2,642.8,0,Regular
154,3,631.9,1,Occasional
224,1,440.0,1,Occasional
6,2,584.07,0,Regular
121,2,327.7,0,Regular
60,1,104.82,0,Regular
62,2,467.66,0,Regular
17,8,2358.84,0,Regular
6,19,17286.86,3,High-Value
1,11,2975.59,0,Regular
21,3,648.89,0,Regular
28,5,1428.02,0,Regular
284,1,626.65,1,Occasional
175,2,147.20000000000002,1,Occasional
77,3,1560.38,0,Regular
32,1,152.2,0,Regular
40,12,3560.32,0,Regular
265,1,141.41,1,Occasional
26,4,646.42,0,Regular
108,4,1659.75,0,Regular
283,1,154.99,1,Occasional
8,5,1308.6100000000001,0,Regular
304,1,409.93,1,Occasional
16,4,5578.72,0,Regular
31,2,746.36,0,Regular
0,23,15610.390000000001,3,High-Value
19,1,225.36,0,Regular
123,2,260.25,0,Regular
64,1,92.46,0,Regular
105,1,725.6400000000001,0,Regular
0,23,8152.71,3,High-Value
23,17,6211.66,3,High-Value
266,1,183.6,1,Occasional
4,19,6140.42,3,High-Value
9,12,10464.85,3,High-Value
28,5,1334.34,0,Regular
266,1,152.55,1,Occasional
63,2,374.7,0,Regular
319,1,265.85,1,Occasional
3,8,1437.57,0,Regular
31,1,151.04,0,Regular
4,3,942.26,0,Regular
128,1,118.67,0,Regular
40,5,499.41999999999996,0,Regular
101,6,1049.37,0,Regular
124,1,375.1,0,Regular
32,1,45.599999999999994,0,Regular
301,2,921.62,1,Occasional
364,1,182.25,1,Occasional
3,9,1002.9,0,Regular
1,18,4421.29,3,High-Value
2,1,191.47,0,Regular
9,13,50491.81,3,High-Value
56,1,158.75,0,Regular
324,1,76.32000000000001,1,Occasional
7,14,4076.91,3,High-Value
11,1,433.86,0,Regular
3,17,65164.79,3,High-Value
36,1,147.35,0,Regular
15,11,3104.17,0,Regular
137,1,191.95000000000002,0,Regular
73,6,5976.79,0,Regular
4,5,1105.8799999999999,0,Regular
154,2,216.20999999999998,1,Occasional
238,1,1266.23,1,Occasional
51,7,2703.23,0,Regular
30,2,597.91,0,Regular
72,1,144.2,0,Regular
3,12,5683.15,0,Regular
13,4,692.85,0,Regular
22,7,2915.15,0,Regular
3,4,1840.42,0,Regular
273,2,386.53,1,Occasional
19,5,1382.74,0,Regular
143,1,90.0,1,Occasional
3,4,2780.15,0,Regular
83,1,419.58000000000004,0,Regular
10,3,2720.63,0,Regular
7,3,706.1300000000001,0,Regular
122,3,709.71,0,Regular
60,2,637.5,0,Regular
1,5,1123.8600000000001,0,Regular
318,1,480.91,1,Occasional
1,11,3586.0299999999997,0,Regular
129,3,605.64,0,Regular
1,15,4690.31,3,High-Value
1,2,965.8800000000001,0,Regular
45,1,415.82,0,Regular
3,2,935.05,0,Regular
2,4,915.13,0,Regular
372,1,311.81,1,Occasional
133,1,115.8,0,Regular
46,4,3742.2,0,Regular
8,5,4191.0,0,Regular
77,2,483.4,0,Regular
233,1,157.2,1,Occasional
220,1,446.62,1,Occasional
35,2,658.64,0,Regular
74,2,621.29,0,Regular
238,2,1345.62,1,Occasional
265,1,118.75,1,Occasional
9,55,117210.08,4,High-Value
19,2,424.89000000000004,0,Regular
39,1,507.66,0,Regular
19,11,4630.35,0,Regular
215,3,1097.6200000000001,1,Occasional
173,2,289.36,1,Occasional
86,4,2445.91,0,Regular
70,2,1631.77,0,Regular
275,1,120.44,1,Occasional
38,4,562.59,0,Regular
97,1,363.79,0,Regular
10,4,450.84,0,Regular
32,1,134.46,0,Regular
59,3,3222.3,0,Regular
296,4,576.9000000000001,1,Occasional
85,4,549.46,0,Regular
8,7,1600.26,0,Regular
40,2,701.57,0,Regular
10,25,4748.52,3,High-Value
66,1,452.89,0,Regular
330,1,197.65,1,Occasional
30,6,2054.36,0,Regular
1,15,4654.08,3,High-Value
1,13,4684.76,0,Regular
67,2,853.39,0,Regular
4,21,11349.52,3,High-Value
201,2,1012.0,1,Occasional
106,1,335.52,0,Regular
17,4,701.4,0,Regular
217,1,185.39999999999998,1,Occasional
59,7,747.44,0,Regular
1,1,150.61,0,Regular
16,2,466.7,0,Regular
238,1,328.15999999999997,1,Occasional
94,1,151.74,0,Regular
10,6,2073.43,0,Regular
105,6,1905.8400000000001,0,Regular
52,9,2241.1,0,Regular
89,1,1070.48,0,Regular
30,5,1004.38,0,Regular
11,6,1789.72,0,Regular
2,4,1839.3,0,Regular
1,17,2004.98,3,High-Value
42,1,169.48000000000002,0,Regular
3,1,89.94,0,Regular
246,2,632.4,1,Occasional
41,9,3432.8,0,Regular
176,1,683.17,1,Occasional
91,3,991.13,0,Regular
109,4,1009.73,0,Regular
28,5,2214.79,0,Regular
25,10,3350.96,0,Regular
51,3,1547.2,0,Regular
183,3,925.71,1,Occasional
42,5,2048.07,0,Regular
48,4,1462.72,0,Regular
21,4,754.12,0,Regular
74,5,3144.86,0,Regular
80,2,490.86,0,Regular
372,1,161.0,1,Occasional
325,1,146.85,1,Occasional
42,11,2380.85,0,Regular
29,2,890.34,0,Regular
183,1,213.70000000000002,1,Occasional
234,2,280.55,1,Occasional
8,10,2588.77,0,Regular
219,2,1693.45,1,Occasional
110,3,1474.06,0,Regular
277,1,136.76999999999998,1,Occasional
317,1,302.58,1,Occasional
6,3,1904.05,0,Regular
1,5,2879.7000000000003,0,Regular
259,2,969.0600000000001,1,Occasional
63,5,3099.7200000000003,0,Regular
8,9,12669.98,0,Regular
141,1,120.0,0,Regular
50,2,1163.45,0,Regular
7,8,2618.23,0,Regular
154,2,333.97,1,Occasional
108,2,530.18,0,Regular
162,3,1516.24,1,Occasional
331,1,492.65000000000003,1,Occasional
225,1,112.32,1,Occasional
73,2,437.96,0,Regular
50,4,559.97,0,Regular
98,3,1119.74,0,Regular
14,3,4188.0,0,Regular
196,1,134.04,1,Occasional
2,15,3701.44,3,High-Value
30,2,595.25,0,Regular
20,4,1910.01,0,Regular
23,3,4628.75,0,Regular
7,3,176.63,0,Regular
212,1,426.6,1,Occasional
8,6,911.26,0,Regular
10,5,2314.65,0,Regular
1,11,3883.25,0,Regular
7,9,4871.93,0,Regular
2,4,1046.56,0,Regular
39,1,166.20000000000002,0,Regular
17,4,1305.33,0,Regular
7,44,51527.3,3,High-Value
7,9,3965.62,0,Regular
18,1,43.2,0,Regular
116,1,640.14,0,Regular
222,1,383.45,1,Occasional
70,3,1858.96,0,Regular
50,2,2093.32,0,Regular
88,6,2995.72,0,Regular
7,9,2352.53,0,Regular
242,1,310.26,1,Occasional
46,6,1611.59,0,Regular
106,1,120.0,0,Regular
44,6,2481.13,0,Regular
64,1,508.58000000000004,0,Regular
206,2,477.79,1,Occasional
10,5,1530.75,0,Regular
114,2,605.0600000000001,0,Regular
241,1,183.85,1,Occasional
162,1,311.65,1,Occasional
16,7,4975.24,0,Regular
123,2,462.65999999999997,0,Regular
22,3,840.21,0,Regular
67,1,415.2,0,Regular
16,8,2552.21,0,Regular
15,2,454.86,0,Regular
16,4,1614.91,0,Regular
160,2,588.22,1,Occasional
242,1,309.52,1,Occasional
218,1,134.7,1,Occasional
44,8,2166.98,0,Regular
20,4,668.5600000000001,0,Regular
126,8,889.9300000000001,0,Regular
38,1,108.97999999999999,0,Regular
120,2,1021.58,0,Regular
259,1,409.57,1,Occasional
9,1,133.5,0,Regular
273,1,282.93,1,Occasional
164,1,51.0,1,Occasional
156,4,1078.96,1,Occasional
214,1,90.6,1,Occasional
5,2,163.62,0,Regular
365,1,174.4,1,Occasional
79,2,701.23,0,Regular
42,1,225.12,0,Regular
18,3,912.18,0,Regular
31,4,2118.03,0,Regular
21,1,151.5,0,Regular
108,8,3717.35,0,Regular
7,16,9227.82,3,High-Value
319,1,155.0,1,Occasional
294,1,100.5,1,Occasional
357,1,76.55,1,Occasional
184,1,235.56,1,Occasional
190,2,617.05,1,Occasional
43,2,348.1,0,Regular
51,1,202.68,0,Regular
25,1,615.49,0,Regular
37,3,1247.69,0,Regular
8,3,202.11,0,Regular
296,1,142.4,1,Occasional
32,3,1727.6,0,Regular
9,8,3212.84,0,Regular
64,2,1043.46,0,Regular
9,9,4642.57,0,Regular
217,1,67.95,1,Occasional
1,9,3479.91,0,Regular
64,2,487.99,0,Regular
2,19,2612.96,3,High-Value
148,1,574.7,1,Occasional
3,13,4051.48,0,Regular
129,4,1475.81,0,Regular
33,6,1449.32,0,Regular
118,1,156.75,0,Regular
106,6,2157.73,0,Regular
10,7,2599.03,0,Regular
70,6,2059.4500000000003,0,Regular
91,9,1100.27,0,Regular
310,1,1063.0,1,Occasional
42,2,770.03,0,Regular
361,1,121.05,1,Occasional
91,7,1496.98,0,Regular
0,13,5855.57,3,High-Value
21,2,490.22,0,Regular
3,3,1937.25,0,Regular
10,6,1051.79,0,Regular
98,1,387.52,0,Regular
56,2,813.11,0,Regular
0,6,4263.64,0,Regular
217,1,265.2,1,Occasional
17,1,322.08,0,Regular
23,10,4481.67,0,Regular
49,2,363.34000000000003,0,Regular
6,5,1224.06,0,Regular
302,1,470.36,1,Occasional
9,6,2248.5,0,Regular
21,6,1372.8,0,Regular
98,1,89.06,0,Regular
365,1,63.0,1,Occasional
305,1,131.9,1,Occasional
319,1,2661.24,1,Occasional
7,5,2357.6800000000003,0,Regular
0,4,1712.89,0,Regular
204,2,1589.82,1,Occasional
53,4,1420.2,0,Regular
0,4,1010.35,0,Regular
18,5,1163.23,0,Regular
8,2,375.35,0,Regular
18,4,885.8,0,Regular
180,3,483.25,1,Occasional
59,2,643.9,0,Regular
10,2,259.05,0,Regular
189,1,119.93,1,Occasional
4,9,3017.28,0,Regular
310,1,113.64,1,Occasional
154,1,1837.92,1,Occasional
109,3,434.34,0,Regular
147,3,2103.06,1,Occasional
65,11,1980.57,0,Regular
97,3,529.62,0,Regular
246,3,1038.44,1,Occasional
28,7,2272.4,0,Regular
17,4,596.26,0,Regular
11,2,461.19,0,Regular
103,8,1852.67,0,Regular
73,2,234.34000000000003,0,Regular
45,1,547.66,0,Regular
71,3,925.85,0,Regular
256,1,193.0,1,Occasional
19,4,1309.6,0,Regular
253,2,316.25,1,Occasional
10,1,279.05,0,Regular
164,2,636.51,1,Occasional
17,6,2022.81,0,Regular
281,1,137.1,1,Occasional
49,1,321.92,0,Regular
38,1,162.8,0,Regular
26,6,1165.48,0,Regular
67,1,1064.28,0,Regular
206,1,463.38,1,Occasional
174,2,340.93,1,Occasional
6,5,2383.2400000000002,0,Regular
25,1,139.56,0,Regular
50,2,123.8,0,Regular
311,2,538.8100000000001,1,Occasional
308,1,475.37,1,Occasional
42,5,1957.32,0,Regular
25,3,808.44,0,Regular
87,3,356.85,0,Regular
183,2,251.21,1,Occasional
19,11,2429.83,0,Regular
2,6,3543.26,0,Regular
46,4,673.26,0,Regular
16,8,5859.43,0,Regular
16,5,1960.65,0,Regular
23,6,1367.88,0,Regular
21,2,268.05,0,Regular
10,5,1314.81,0,Regular
187,2,275.28,1,Occasional
100,3,455.59000000000003,0,Regular
60,3,990.2,0,Regular
17,6,2076.89,0,Regular
32,2,330.45,0,Regular
63,1,174.37,0,Regular
1,2,270.6,0,Regular
23,4,974.54,0,Regular
107,1,241.09,0,Regular
31,9,1843.83,0,Regular
19,9,4215.9,0,Regular
2,55,8507.13,3,High-Value
36,1,364.21999999999997,0,Regular
59,3,578.61,0,Regular
25,6,2862.11,0,Regular
235,4,932.85,1,Occasional
24,7,1949.72,0,Regular
2,18,4397.3,3,High-Value
59,3,2854.84,0,Regular
259,1,170.95,1,Occasional
57,1,355.56,0,Regular
64,2,388.25,0,Regular
15,2,537.48,0,Regular
9,3,952.66,0,Regular
58,8,1453.35,0,Regular
185,1,103.25,1,Occasional
28,16,3599.73,3,High-Value
23,2,2004.3,0,Regular
4,5,2573.93,0,Regular
3,8,3974.75,0,Regular
150,2,652.8,1,Occasional
310,1,289.24,1,Occasional
10,2,757.37,0,Regular
17,2,186.23,0,Regular
151,1,164.22,1,Occasional
18,5,859.27,0,Regular
9,4,2279.4900000000002,0,Regular
56,2,312.54,0,Regular
84,1,788.38,0,Regular
6,22,2237.77,3,High-Value
75,3,1080.76,0,Regular
3,18,5006.77,3,High-Value
95,4,3099.12,0,Regular
110,1,1432.0,0,Regular
56,2,1530.3600000000001,0,Regular
0,1,227.39,0,Regular
280,2,218.06,1,Occasional
2,7,2804.54,0,Regular
179,9,1639.82,1,Occasional
371,1,35.400000000000006,1,Occasional
12,4,859.71,0,Regular
2,1,168.63,0,Regular
16,1,138.6,0,Regular
40,1,114.11,0,Regular
5,5,986.96,0,Regular
168,4,1033.06,1,Occasional
49,1,157.05,0,Regular
276,1,237.36,1,Occasional
18,9,1580.29,0,Regular
371,1,39.75,1,Occasional
14,4,1320.21,0,Regular
34,3,557.94,0,Regular
21,3,617.15,0,Regular
6,2,363.33,0,Regular
19,6,1740.6,0,Regular
10,2,866.24,0,Regular
43,1,221.97,0,Regular
305,1,393.33000000000004,1,Occasional
10,1,213.96,0,Regular
274,1,660.0,1,Occasional
0,93,12076.15,2,High-Value
15,14,16209.5,3,High-Value
3,4,1785.15,0,Regular
71,4,601.56,0,Regular
242,3,406.08000000000004,1,Occasional
8,3,553.44,0,Regular
245,1,394.44,1,Occasional
205,2,412.78000000000003,1,Occasional
0,5,1788.3600000000001,0,Regular
184,1,320.58000000000004,1,Occasional
31,5,886.7,0,Regular
56,2,225.85,0,Regular
195,2,899.63,1,Occasional
23,4,2791.27,0,Regular
90,2,671.96,0,Regular
3,2,955.26,0,Regular
50,3,1006.98,0,Regular
262,1,114.56,1,Occasional
265,1,344.90000000000003,1,Occasional
35,2,609.85,0,Regular
50,1,443.6,0,Regular
51,6,2984.49,0,Regular
23,6,2107.38,0,Regular
21,1,110.46,0,Regular
58,1,96.12,0,Regular
169,2,693.8100000000001,1,Occasional
67,2,830.76,0,Regular
156,2,597.09,1,Occasional
1,73,280206.02,4,High-Value
200,1,236.04000000000002,1,Occasional
4,4,1402.59,0,Regular
66,2,653.75,0,Regular
76,1,114.18,0,Regular
0,7,1926.65,0,Regular
7,4,1932.23,0,Regular
168,2,291.05,1,Occasional
17,4,848.22,0,Regular
4,2,247.15,0,Regular
8,9,2529.93,0,Regular
86,2,285.74,0,Regular
26,1,107.95,0,Regular
28,4,741.37,0,Regular
19,2,636.24,0,Regular
60,5,1835.7,0,Regular
23,1,195.25,0,Regular
10,25,9175.04,3,High-Value
241,3,1259.24,1,Occasional
279,2,392.86,1,Occasional
234,2,765.55,1,Occasional
2,5,1736.4,0,Regular
15,1,596.36,0,Regular
30,6,2548.2400000000002,0,Regular
24,16,28754.11,3,High-Value
70,3,498.95,0,Regular
187,2,52.0,1,Occasional
25,5,1201.51,0,Regular
106,1,628.38,0,Regular
7,21,5579.1,3,High-Value
208,1,112.8,1,Occasional
43,2,355.05,0,Regular
30,5,2114.33,0,Regular
136,4,591.55,0,Regular
264,1,172.9,1,Occasional
3,7,2078.95,0,Regular
217,2,188.60999999999999,1,Occasional
1,5,1217.27,0,Regular
213,1,109.13000000000001,1,Occasional
31,3,2195.1,0,Regular
10,9,2526.09,0,Regular
0,17,3251.79,3,High-Value
14,1,318.17,0,Regular
10,9,1493.96,0,Regular
198,1,179.0,1,Occasional
2,3,1126.37,0,Regular
14,13,4921.04,0,Regular
13,4,599.48,0,Regular
9,11,2839.62,0,Regular
28,3,917.07,0,Regular
8,11,2662.2,0,Regular
23,1,160.19,0,Regular
24,4,867.38,0,Regular
42,2,307.51,0,Regular
1,5,1581.84,0,Regular
5,3,663.81,0,Regular
146,1,180.42000000000002,1,Occasional
9,6,1122.3600000000001,0,Regular
24,1,655.58,0,Regular
273,1,268.58,1,Occasional
373,1,313.49,1,Occasional
0,8,1897.57,0,Regular
46,3,380.02,0,Regular
7,8,2702.4900000000002,0,Regular
15,12,9585.91,3,High-Value
3,32,6065.69,3,High-Value
3,3,1164.55,0,Regular
42,7,1314.45,0,Regular
3,7,3902.28,0,Regular
196,3,1448.21,1,Occasional
11,6,1400.34,0,Regular
15,7,1099.98,0,Regular
112,5,1220.26,0,Regular
248,1,328.2,1,Occasional
28,5,1415.75,0,Regular
43,1,389.64,0,Regular
86,1,563.15,0,Regular
44,2,638.05,0,Regular
9,11,5010.28,0,Regular
14,1,738.96,0,Regular
74,1,420.5,0,Regular
144,4,1484.06,0,Regular
4,3,1625.97,0,Regular
296,1,89.2,1,Occasional
58,2,255.9,0,Regular
263,1,300.52,1,Occasional
46,1,278.3,0,Regular
28,3,254.11,0,Regular
7,6,2473.37,0,Regular
16,2,192.60000000000002,0,Regular
2,8,10416.98,0,Regular
231,2,876.42,1,Occasional
111,1,139.26,0,Regular
57,3,1011.9,0,Regular
50,11,2538.3,0,Regular
126,2,730.86,0,Regular
280,3,386.15,1,Occasional
54,2,447.68,0,Regular
319,1,200.10000000000002,1,Occasional
25,2,289.99,0,Regular
9,2,77.4,0,Regular
6,2,679.4399999999999,0,Regular
28,1,197.64,0,Regular
16,4,745.06,0,Regular
63,1,6.2,0,Regular
20,1,228.99,0,Regular
2,7,1319.91,0,Regular
165,1,131.45000000000002,1,Occasional
0,17,7975.49,3,High-Value
52,3,173.74,0,Regular
50,1,157.7,0,Regular
47,12,4331.79,0,Regular
60,1,189.34,0,Regular
161,3,845.55,1,Occasional
8,1,353.27,0,Regular
14,4,546.4,0,Regular
74,1,193.39000000000001,0,Regular
39,8,2718.6,0,Regular
40,11,2085.33,0,Regular
369,2,152.88,1,Occasional
36,2,778.5,0,Regular
196,1,271.85,1,Occasional
199,2,1110.34,1,Occasional
73,3,657.8,0,Regular
63,2,272.07,0,Regular
20,4,507.29,0,Regular
366,1,48.800000000000004,1,Occasional
179,3,321.43,1,Occasional
9,4,1127.71,0,Regular
3,12,2221.01,0,Regular
196,3,2139.76,1,Occasional
28,4,697.55,0,Regular
52,1,188.88,0,Regular
17,6,1720.3,0,Regular
9,3,102.44999999999999,0,Regular
89,4,1649.5,0,Regular
267,1,62.85,1,Occasional
52,6,3295.76,0,Regular
43,4,2824.69,0,Regular
63,4,3189.81,0,Regular
148,1,309.4,1,Occasional
21,25,7930.54,3,High-Value
311,1,325.75,1,Occasional
22,2,511.35,0,Regular
57,6,2836.69,0,Regular
23,2,475.8,0,Regular
77,7,2740.03,0,Regular
118,2,645.65,0,Regular
35,3,1290.53,0,Regular
59,2,1173.12,0,Regular
